date,close,prob,signal,ret_next,signal_prev,flip,strategy_ret,equity
2015-02-06,26.495500564575195,0.5613845351562637,0,0.006642875710527019,0,0,0.0,1.0
2015-02-09,26.671506881713867,0.5420390533907267,0,0.019211429199922136,0,0,0.0,1.0
2015-02-10,27.18390464782715,0.4878245311350849,0,0.023438845735691993,0,0,0.0,1.0
2015-02-11,27.821063995361328,0.5028550226205287,0,0.012652121004370631,0,0,0.0,1.0
2015-02-12,28.173059463500977,0.47842095693576625,0,0.004902579055145129,0,0,0.0,1.0
2015-02-13,28.311180114746094,0.5237951541394604,0,0.005901687586217896,0,0,0.0,1.0
2015-02-17,28.47826385498047,0.45681768159943936,0,0.006962581807339108,0,0,0.0,1.0
2015-02-18,28.67654609680176,0.5466185899770727,0,-0.0020978706091195898,0,0,-0.0,1.0
2015-02-19,28.61638641357422,0.5497382881559456,0,0.008174707469619236,0,0,0.0,1.0
2015-02-20,28.850317001342773,0.5076470374013582,0,0.027027328997496047,0,0,0.0,1.0
2015-02-23,29.63006401062012,0.47911116621993055,0,-0.006241001186570561,0,0,-0.0,1.0
2015-02-24,29.44514274597168,0.5208582946041886,0,-0.025573052005361974,0,0,-0.0,1.0
2015-02-25,28.69214057922364,0.5017685822278225,0,0.012656364827498434,0,0,0.0,1.0
2015-02-26,29.05527877807617,0.4797024466973355,0,-0.015028292558936784,0,0,-0.0,1.0
2015-02-27,28.618627548217773,0.5558526250265181,0,0.004903960524120787,0,0,0.0,1.0
2015-03-02,28.75897216796875,0.4565824947051539,0,0.0020917252598224856,0,0,0.0,1.0
2015-03-03,28.819128036499023,0.4977582512039939,0,-0.0063389823755521935,0,0,-0.0,1.0
2015-03-04,28.636444091796875,0.5400798826247843,0,-0.01657061689609196,0,0,-0.0,1.0
2015-03-05,28.16192054748535,0.5011119711972949,0,0.0015029505334827054,0,0,0.0,1.0
2015-03-06,28.204246520996094,0.540812589981825,0,0.00426552841697414,0,0,0.0,1.0
2015-03-09,28.324552536010746,0.4234741437444018,0,-0.020686019327790683,0,0,-0.0,1.0
2015-03-10,27.738630294799805,0.5360269117512658,0,-0.018231343933737043,0,0,-0.0,1.0
2015-03-11,27.23291778564453,0.4839900157663591,0,0.018078929298526614,0,0,0.0,1.0
2015-03-12,27.72525978088379,0.4307600550691138,0,-0.0069102129117727396,0,0,-0.0,1.0
2015-03-13,27.533672332763672,0.5141931063448794,0,0.011004134646810826,0,0,0.0,1.0
2015-03-16,27.83665657043457,0.4038166080821362,0,0.016726866594607204,0,0,0.0,1.0
2015-03-17,28.302276611328125,0.5146844549574877,0,0.011256090894093074,0,0,0.0,1.0
2015-03-18,28.620849609375,0.4679630986233211,0,-0.007550264008666652,0,0,-0.0,1.0
2015-03-19,28.404754638671875,0.5479100695183076,0,-0.012549193299719374,0,0,-0.0,1.0
2015-03-20,28.04829788208008,0.4750469551959882,0,0.010405303199793492,0,0,0.0,1.0
2015-03-23,28.34014892578125,0.5087068058010181,0,-0.004087923329564425,0,0,-0.0,1.0
2015-03-24,28.22429656982422,0.557116926345106,0,-0.026126833566928798,0,0,-0.0,1.0
2015-03-25,27.48688507080078,0.5462085406145688,0,0.006970417965554754,0,0,0.0,1.0
